name,category_list,domain_clean
Osi Systems,Hardware + Software|Health Diagnostics|Semiconductors,HealthTech
OSIA Medical,Health and Wellness,HealthTech
Osiris Therapeutics,Biotechnology,biotechnology
OSIsoft,Enterprise Software,SaaS
Osito,Mobile,mobile
OSIX Corp.,Software,SaaS
Osmo,Consumer Electronics|Entertainment|Games|Kids,AI
osmogames.com,Games|Mobile,games|mobile
Osmosis Skincare,Health and Wellness,HealthTech
Oso Technologies,Home & Garden|Landscaping|Local Businesses,home & garden|landscaping|local businesses
Osper,Apps|Banking|Financial Services|FinTech,FinTech
Osprey Informatics,Energy IT|Industrial Automation|Oil and Gas,energy it|industrial automation|oil and gas
Osprey Medical,Health Care,HealthTech
Osprey Pharmaceuticals USA,Biotechnology|Medical,HealthTech
OSR Open Systems Resources,Software,SaaS
OssDsign AB,Biotechnology,biotechnology
Osseon Therapeutics,Health Care,HealthTech
Ossia,Mobile,mobile
Ostara,Clean Technology,clean technology
Ostara Nutrient Recovery Technologies,Clean Technology,clean technology
Ostendio,Cloud Computing|Health and Insurance|Information Security|SaaS|Security|Virtualization,HealthTech
Ostendo Technologies,Hardware + Software,SaaS
OsteoBiologics,Biotechnology|Healthcare Services,HealthTech
Osteogenix,Health and Wellness,HealthTech
Ostial Solutions,Biotechnology,biotechnology
Ostrovok,Travel,travel
Osurv,Analytics|Customer Service|Mobile|Surveys,analytics|customer service|mobile|surveys
Oswego Mega Center,Entertainment|Games,AI
OT Enterprises,Media|News,media|news
OTA Expert,Hospitality,hospitality
OTASYS Labs LLC,Mobile|Mobile Software Tools|Social Media|Social Media Marketing,SaaS
OTC PR Group,Public Relations,public relations
otelz.com,Online Travel|Travel & Tourism,online travel|travel & tourism
Other Machine,Consumer Electronics|Hardware + Software|Manufacturing|Software,SaaS
Othera Pharmaceuticals,Biotechnology,biotechnology
OtherInbox,Email|Messaging|Shopping|Spam Filtering,AI
Otis & Friends Doggy Day Care and Hotel,Animal Feed|Pets,animal feed|pets
oToBOTS,Automotive|Disruptive Models|Startups,automotive|disruptive models|startups
Otogami,E-Commerce|Price Comparison|Video Games,e-commerce|price comparison|video games
Otoharmonics Corporation,Health Care|Medical|Neuroscience,HealthTech
Otometrix Medical Technologies,Hardware + Software,SaaS
Otonomos,Bitcoin|Finance|FinTech,FinTech
Otonomy,Biotechnology,biotechnology
OtoSense,Artificial Intelligence|M2M|Machine Learning|Security|Software,AI
OTOY,Software,SaaS
Ottemo,E-Commerce|Software,SaaS
Otten Coffee,Internet,internet
Otterology,Mobile|Software,SaaS
Otus Labs,Data Visualization|Software,SaaS
Otwojob,Application Platforms|B2B|Outsourcing,application platforms|b2b|outsourcing
Ouaille Tete OuailleS.D.M Small Engine,Small and Medium Businesses,small and medium businesses
OuiCar,Automotive,automotive
Ouistock,Collaborative Consumption|Insurance|Location Based Services|Marketplaces|Peer-to-Peer|Self Storage|Storage,collaborative consumption|insurance|location based services|marketplaces|peer-to-peer|self storage|storage
Ounce Labs,Software,SaaS
Ouner,Mobile|Property Management|Real Estate,mobile|property management|real estate
Our Family Kitchen,Hospitality,hospitality
Our Nurses Network,Software,SaaS
Our Security Team,Security,security
OurCam,Messaging|Mobile|Photography,messaging|mobile|photography
Ourcampus.co,All Students|Education|Online Education|Training,AI
OurCart,Consumer Goods|Mobile Shopping,E-Commerce
Ourcast,Mobile,mobile
OurCrowd,Crowdfunding|Startups|Venture Capital,crowdfunding|startups|venture capital
Ourglass,Internet,internet
MyFitnessWallet,Fitness|Health and Wellness|Health Care Information Technology|Personal Health|Social Media|Software,HealthTech
OurHistree,Curated Web,curated web
OurHouse,Curated Web|Retail,AI
OurOldGroup,Networking|Web Hosting,networking|web hosting
Ourpalm,Games,games
OurStage,Music|Social Network Media|Video,music|social network media|video
OurVinyl,Entertainment|Music|Video,AI
Oust.me,Games|Transportation,games|transportation
Outact,Games,games
Outbound.io,Software,SaaS
OutboundEngine,Advertising|Email Marketing|Marketing Automation|Network Security|Social Media|Software|Startups,AI
Outbox Systems,Consulting|Information Services|Information Technology|SaaS,SaaS
Outbrain,Content|Curated Web|Reviews and Recommendations,content|curated web|reviews and recommendations
Outcome Referrals,Health and Wellness,HealthTech
Outdoor Creations,Sports,sports
Fishidy,Curated Web|Leisure|Maps|Social Media,curated web|leisure|maps|social media
Outdoor Voices,Brand Marketing|E-Commerce|Fitness,MarTech
Outdoor Water Solutions,Clean Technology,clean technology
OuterBay Technologies,Software,SaaS
Outernet,Aerospace|Digital Media|Internet|Media,aerospace|digital media|internet|media
Outerstuff,Consumer Goods|Manufacturing|Sporting Goods,consumer goods|manufacturing|sporting goods
Outfittery,E-Commerce|Fashion,e-commerce|fashion
Outitude,Curated Web|Marketplaces|Tourism|Travel,curated web|marketplaces|tourism|travel
Outleads,Advertising|Analytics|Lead Generation|Lead Management,advertising|analytics|lead generation|lead management
Outlearn,EdTech|Software,SaaS
20Dresses,E-Commerce|Lifestyle,e-commerce|lifestyle
Outline,Analytics|Finance|Politics,FinTech
Outline App,CRM|Email|Enterprise Software|Productivity Software|Task Management,AI
Outlisten,Digital Media|Entertainment Industry|Mobile|Music,AI
Outnix,Entertainment|Games|Internet|Local|Search,AI
Outplay Entertainment,Games|Mobile|Mobile Games|Social Games|Social Media,games|mobile|mobile games|social games|social media
Zilyo,Search|Travel|Vacation Rentals,search|travel|vacation rentals
"Outpost Games, Inc.",Computers,computers
Outracks,Graphics|Software,SaaS
Outreach,Application Platforms|SaaS|Sales and Marketing,SaaS
Outrigger Media,Advertising|Brand Marketing|Video,MarTech
Outright,Accounting|Enterprise Software,SaaS
Outroop Inc.,Construction|Home Owners|Home Renovation|Local Businesses,construction|home owners|home renovation|local businesses
Outseeker,Apps|Restaurants|Search,apps|restaurants|search
Outsell,Advertising,advertising
Outside.in,Communities|Curated Web|Local|News,communities|curated web|local|news
OUTSIDE THE BOX MARKETING,Advertising|Business Services|Promotional,advertising|business services|promotional
Outside the Classroom,Curated Web,curated web
Outski,Employer Benefits Programs|Health and Wellness|Travel,HealthTech
Outsmart,Mobile,mobile
OutSmart Power Systems,Hardware + Software,SaaS
Outspark,Games,games
OutSystems,Application Platforms|Enterprise Application|Enterprise Software|Mobile|Mobile Enterprise|Mobile Software Tools|PaaS|Web Development,SaaS
OutTrippin,Online Travel|Travel,online travel|travel
"Outward, Inc.",Software,SaaS
OUYA,Games,games
OvaGene Oncology,Biotechnology|Health Diagnostics|Medical,HealthTech
Oval Fire Products,Building Products,building products
OvaScience,Biotechnology,biotechnology
Ovatemp,Fertility|Health and Wellness|Mobile Health|Women,HealthTech
Yousician,Music Education,EdTech
Over 40 Females,Social Media,social media
Overblog,Blogging Platforms|Curated Web,blogging platforms|curated web
Overcart,Retail,AI
Overdog,Console Gaming|Social Games|Video Games,console gaming|social games|video games
Overflow Cafe,Advertising|B2B|Consulting|E-Commerce|Web Development,advertising|b2b|consulting|e-commerce|web development
Overhead.fm,B2B|Business Services|Curated Web|Music,b2b|business services|curated web|music
Overinteractive Media,Games,games
Overlay Studio,Apps|Design|Internet|Software,SaaS
Overlay.tv,E-Commerce,e-commerce
OvermediaCast,Mobile Analytics|Mobile Video|Online Video Advertising|Video Streaming,mobile analytics|mobile video|online video advertising|video streaming
Rowl,Mobile|Social Network Media,mobile|social network media
Oversee.net,Advertising|Lead Generation,advertising|lead generation
Oversi,Hardware + Software,SaaS
Oversight Systems,Software,SaaS
Overstock.com,Consumer Goods|Retail|Retail Technology,AI
Overstock Drugstore,E-Commerce,e-commerce
Overtime Media,Curated Web|Predictive Analytics|Sports,curated web|predictive analytics|sports
Overture Technologies,Software,SaaS
Overture.me,Networking|Social Media|Video,networking|social media|video
Overture Networks,Web Hosting,web hosting
Overture Services,Advertising,advertising
OverView Marketing Solutions,Advertising Platforms|Social Media Management|Software,SaaS
Overwatch,Android|Apps|FreetoPlay Gaming|Hardware|iPhone|Mobile|Online Gaming|Software,SaaS
Overwolf,FreetoPlay Gaming|Games|Social Games|Social Media,freetoplay gaming|games|social games|social media
OVGuide,Cloud Infrastructure|Digital Media|Media,cloud infrastructure|digital media|media
OVIA,Human Resources,human resources
Oviceversa,Entertainment|Sports|Travel,AI
Ovid Therapeutics,Health Care,HealthTech
OVIVO Mobile Communications,Advertising|Mobile|Mobile Commerce|Telecommunications,advertising|mobile|mobile commerce|telecommunications
Ovizio,Biotechnology,biotechnology
Ovo Kojno,Cosmetics,cosmetics
Ovonyx,Semiconductors,semiconductors
Ovuline,Analytics|Fertility|Health Care Information Technology|mHealth|Mobile|Women,HealthTech
OvuSense,Fertility|Health and Wellness,HealthTech
Owegoo,Travel,travel
Owensboro Grain,Manufacturing,manufacturing
OweYaa,Government Innovation|Marketplaces|Outsourcing|Private Social Networking|Social Entrepreneurship|Ventures for Good,government innovation|marketplaces|outsourcing|private social networking|social entrepreneurship|ventures for good
Owingo,Consulting,consulting
Owl,Finance|FinTech|Personal Finance,FinTech
Owl biomedical,Biotechnology,biotechnology
OWL PERCEPTION,Media,media
"Owler, Inc.",Business Information Systems|Market Research,business information systems|market research
Owlet Baby Care,Big Data|Consumer Electronics|Hardware + Software|Medical|Mobile,HealthTech
Owlient,Browser Extensions|Games|Leisure|Virtual Goods,browser extensions|games|leisure|virtual goods
Owlin,Analytics|Finance|Finance Technology|FinTech|Social Media,FinTech
Owlparrot,Mobile,mobile
Owlstand Ltd,Art|Communities|Internet of Things,art|communities|internet of things
Owlstone Nanotech,Medical,HealthTech
OwlTing 奧丁丁,Advertising|Local Businesses|Location Based Services|Maps|Mobile Commerce|Search,advertising|local businesses|location based services|maps|mobile commerce|search
webme,Internet|Web CMS|Web Development|Web Hosting,internet|web cms|web development|web hosting
ownCloud,Enterprise Software,SaaS
OwnEnergy,Clean Technology,clean technology
OwnerIQ,Advertising|Internet Marketing,MarTech
OwnerListens,Mobile,mobile
Owners Exchange,Software,SaaS
OwnersAbroad.org,E-Commerce|Online Rental|Travel|Vacation Rentals,e-commerce|online rental|travel|vacation rentals
Ownfone,Services,services
OwnLocal,Advertising|Digital Media|News|SaaS|Small and Medium Businesses|Software,SaaS
OwnThePlay,Fantasy Sports|Mobile|Sports,fantasy sports|mobile|sports
ShopSquad/Ownza,E-Commerce|Social Commerce,e-commerce|social commerce
OWNZONES Media Network,Curated Web|SaaS,SaaS
Owtware,Application Platforms|Data Security|Enterprise Software|Virtualization,SaaS
OX HOLDINGS,Finance|Financial Services|Investment Management,FinTech
OX FACTORY,Business Development|Internet|Technology,business development|internet|technology
OX MEDIA,Digital Media,digital media
Oxagen,Biotechnology,biotechnology
OXAND,Energy,energy
Oxane Materials,Nanotechnology,nanotechnology
Oxatis,Software,SaaS
OxCEPT,Data Security|Information Technology|Security|Software,SaaS
Oxehealth,Software,SaaS
Oxford Automotive,Automotive|Manufacturing|Services,automotive|manufacturing|services
Oxford BioChronometrics SA,Big Data Analytics|Biometrics|Cyber Security|Fraud Detection,big data analytics|biometrics|cyber security|fraud detection
Oxford BioTherapeutics,Biotechnology|Health Diagnostics,HealthTech
Oxford Biotrans,Biotechnology,biotechnology
Oxford Genetics,Biotechnology,biotechnology
Oxford Immunotec,Biotechnology|Health Care|Health Diagnostics,HealthTech
Oxford Nanopore Technologies,Health Diagnostics|Nanotechnology,HealthTech
Oxford Performance Materials,Clean Technology,clean technology
Oxford Phamascience Group,Biotechnology,biotechnology
Oxford Photovoltaics,Clean Technology,clean technology
Oxford Semiconductor,Semiconductors,semiconductors
OxiCool,Clean Technology,clean technology
Oxie,Fitness|Health Care|Wearables,HealthTech
Oxigene,Biotechnology,biotechnology
OXILIA,Application Platforms|Elder Care|Marketplaces,application platforms|elder care|marketplaces
Oximity,Content|Crowdsourcing|News,content|crowdsourcing|news
Oxitec,Biotechnology,biotechnology
Oxitone Medical,Medical Devices,HealthTech
Oxley's Extra,Hospitality,hospitality
Oxlo Systems,Software,SaaS
Oxsensis,Hardware + Software,SaaS
Oxxon Therapeutics,Bio-Pharm,bio-pharm
Oxxy,Curated Web|Internet|Web CMS|Web Design|Web Tools,curated web|internet|web cms|web design|web tools
OxyBand Technologies,Health and Wellness,HealthTech
Oxynade,Curated Web|Events,curated web|events
Oxyrane UK,Biotechnology,biotechnology
OY!,Apps,apps
OY LX Therapies,Biotechnology,biotechnology
OyaGen,Biotechnology,biotechnology
OYE!,Analytics|Big Data|Internet Marketing|Social Media,MarTech
OYO Rooms,Hospitality|Online Reservations,hospitality|online reservations
OYO Sportstoys,Consumer Goods,consumer goods
Oyokey,Internet|Mobile,internet|mobile
Oyster.com,Travel,travel
Oyster,E-Books|Entertainment|Media,AI
OZ,Broadcasting|Social Media|Subscription Service|Video,broadcasting|social media|subscription service|video
OZ Communications,Software,SaaS
OZ SafeRooms,Manufacturing,manufacturing
Ozarks Extreme Outdoors,Sports,sports
Ozmo Devices,Hardware + Software,SaaS
Ozmosis,Health and Wellness,HealthTech
Ozmott,Software,SaaS
OZON.ru,E-Commerce|Online Shopping,E-Commerce
Ozone Media (now Adadyn),Ad Targeting|Advertising|Advertising Platforms|Curated Web|E-Commerce|Internet Technology|Marketing Automation|Real Time|Retail Technology,AI
Ozsale,Fashion,fashion
ozuke,Hospitality|Organic,hospitality|organic
Ozura World,Finance|Mobile|Mobile Games|Mobile Social,FinTech
OzVision,Cloud Management|Home Automation|Internet of Things|Security|Video,cloud management|home automation|internet of things|security|video
Ozy Media,Digital Media|Information Services|News,digital media|information services|news
OZZ Electric,Clean Technology,clean technology
P-Commerce,E-Commerce,e-commerce
P-Cube,Information Services|Mobile|Social Network Media|Technology,information services|mobile|social network media|technology
P & T,Food Processing|Manufacturing,food processing|manufacturing
P2 Energy Solutions,Software,SaaS
P2 Science,Biotechnology|Chemicals|Specialty Chemicals,biotechnology|chemicals|specialty chemicals
P2Binvestor,Crowdfunding|Finance|Finance Technology|FinTech,FinTech
P2i,Nanotechnology,nanotechnology
P2P-Next,Hardware + Software,SaaS
P4RC,Games,games
P97 Networks,Mobile Payments,FinTech
PA & Associates Healthcare,Business Analytics|Consulting|Health Care Information Technology|Medical Devices,HealthTech
Pa-Go Mobile,Software,SaaS
Paaltao,E-Commerce|Marketplaces,e-commerce|marketplaces
PAAY,FinTech|Mobile|Mobile Payments|Payments,FinTech
PAC Gaming,Entertainment|Games,AI
PACA Foods,Specialty Foods,specialty foods
PACE Aerospace Engineering and Information Technology,Software,SaaS
PACE Mechanical,Consumer Goods,consumer goods
Pace Properties,Property Management|Real Estate Investors|Services,property management|real estate investors|services
"Pace Tech, Inc.",Apps|Mobile|Sports,apps|mobile|sports
Pace4Life,Nonprofits,nonprofits
Pacejet Logistics,Public Transportation,public transportation
PacerPro,Design|Software|Storage,SaaS
Pacgen Biopharmaceuticals,Biotechnology,biotechnology
Pachyderm,Big Data Analytics|Developer APIs|Infrastructure,big data analytics|developer apis|infrastructure
Pacific Ag,Renewable Energies,renewable energies
Pacific Atlantic Equity Group,Finance|Venture Capital,FinTech
Clarisonic,Curated Web,curated web
Pacific Biosciences,Biotechnology,biotechnology
Pacific Light Technologies,Hardware + Software,SaaS
Pacific Shore Holdings,E-Commerce,e-commerce
Pacifica Group,Consumer Goods,consumer goods
Pacifica Labs,Health and Wellness,HealthTech
Pacify,Health and Wellness|Kids|Parenting,HealthTech
Pacinian,Hardware + Software,SaaS
Paciolan,Business Services|Software|Ticketing,SaaS
Pack&Pack,Cars|Collaborative Consumption|Delivery|Logistics|Mobile Commerce|Parking|Peer-to-Peer|Services|Shipping|Startups|Transportation,cars|collaborative consumption|delivery|logistics|mobile commerce|parking|peer-to-peer|services|shipping|startups|transportation
Canopy,Information Technology,information technology
Package Concierge,Real Estate,real estate
Package Zen,Property Management|Technology,property management|technology
Packback,All Students|Big Data|Digital Media|Education,EdTech
PackBud,Transportation,transportation
Packet,Cloud Infrastructure|Web Hosting,cloud infrastructure|web hosting
Packet Design,Software,SaaS
Packet Digital,Hardware + Software,SaaS
PacketExchange,Cloud Computing|Real Time|Transaction Processing,cloud computing|real time|transaction processing
PacketFront,Internet|Software,SaaS
PacketHop,Automotive|Consumer Electronics|Mobile|Networking|Web Hosting,automotive|consumer electronics|mobile|networking|web hosting
PacketLight,Telecommunications,telecommunications
Packetmotion,Enterprise Software,SaaS
PacketSled,Big Data Analytics|Cyber Security|Enterprise Security|Visualization,big data analytics|cyber security|enterprise security|visualization
PacketTrap Networks,Apps|Health Diagnostics|IT Management|Networking|Software,HealthTech
PacketVideo,Software,SaaS
Packetworx,Networking|Web Hosting,networking|web hosting
PacketZoom,Android|Apps|iOS|Mobile|Mobile Software Tools|Optimization|SaaS,SaaS
PackLate.com,E-Commerce,e-commerce
Packlink,E-Commerce|E-Commerce Platforms|Logistics|Postal and Courier Services|Price Comparison|Shipping,e-commerce|e-commerce platforms|logistics|postal and courier services|price comparison|shipping
Pact Fitness,Apps|Exercise|Finance|FinTech|Fitness|Health and Wellness|Incentives|iPhone|Mobile,FinTech
Pact Apparel,Manufacturing,manufacturing
Pactas GmbH,Billing|Software,SaaS
Pact,Coffee|E-Commerce,coffee|e-commerce
Pactera,Hardware|Hardware + Software|Technology,SaaS
PactSafe,Legal|Software,SaaS
Padawan Group,Advertising|Classifieds|Marketplaces,advertising|classifieds|marketplaces
Padcom,Mobile,mobile
Paddle (Mobile Payments),Mobile|Payments|QR Codes,FinTech
Paddle8,E-Commerce,e-commerce
Padhaaro,Travel & Tourism,travel & tourism
Padlet,Curated Web,curated web
"Padloc, Inc.",Hardware + Software|iPad|Security|Tablets,SaaS
PadMatcher,Online Rental|Real Estate|Social Media Agent,online rental|real estate|social media agent
PadProof,Mobile|Startups,mobile|startups
PadSquad,Advertising|Creative|Mobile|Optimization|Publishing|Tablets,advertising|creative|mobile|optimization|publishing|tablets
PaeDae,Advertising|Apps|Gamification|Incentives|Mobile|Mobile Games|Social Games|Social Media|User Experience Design,advertising|apps|gamification|incentives|mobile|mobile games|social games|social media|user experience design
Paga,Financial Services|FinTech|Mobile|Mobile Payments,FinTech
Pagar.me,Software,SaaS
PagaTodo Mobile,Mobile|Mobile Coupons,mobile|mobile coupons
Page Vault Inc,Legal,legal
Page2Images,Developer APIs|Software,SaaS
Page365,Search|Social Commerce|Social CRM|Software,SaaS
PageBites,Search,search
PageCloud,Publishing|Software|User Experience Design|Web Design|Web Development,SaaS
PageFair,Advertising|Digital Media|Software,SaaS
Pageflakes,Curated Web|Web Design|Web Development,curated web|web design|web development
PageFreezer,Analytics|Ediscovery|Software,SaaS
PageLab Network,Information Technology,information technology
PageLever,Public Relations|Social Media,public relations|social media
Mint Bills,Mobile|Personal Finance,FinTech
Pager,Health Care|Mobile|Technology,HealthTech
PagerDuty,Cloud Computing|IT Management|SaaS,SaaS
PageScience,Ad Targeting|Advertising Platforms|Content,ad targeting|advertising platforms|content
PageUp People,Career Management|Human Resources|Recruiting|Software|Technology|Training,AI
Pagevamp,Facebook Applications|Social Media|Software|Web CMS,SaaS
Pagido,Financial Services|SaaS|Software,FinTech
PagoFacil,E-Commerce|Mobile Payments|Payments,FinTech
PagoPago,Advertising|Lead Generation|Payments|Trading,FinTech
PagPop,Mobile Payments|Software,FinTech
Paice,Manufacturing,manufacturing
Paid To Party LLC,Software,SaaS
PaidEasy,Services,services
Paidpiper,E-Commerce,e-commerce
PAIEON,Health and Wellness|Medical Devices,HealthTech
Paigee Draw,Android|Education|Social Media,EdTech
Pain Therapeutics,Biotechnology,biotechnology
Paint Collar,Art,art
Paint Nite,Art|Entertainment,AI
Paintzen,Curated Web|Marketplaces,curated web|marketplaces
Paion AG,Biotechnology,biotechnology
Paired Health,Health and Wellness|Health Care,HealthTech
Pairin,Consulting,consulting
Paixie.net,E-Commerce,e-commerce
Pakible,Design|Manufacturing|Mass Customization|Service Providers,design|manufacturing|mass customization|service providers
PakSense,Logistics|Supply Chain Management|Technology,AI
Paktor,Curated Web,curated web
PakWheels.com,Communities,communities
Paladion,Enterprise Software|Information Security|Risk Management,SaaS
Palalinq,Apps|Mobile|Wearables,apps|mobile|wearables
Palamida,Security,security
Palantir Technologies,Analytics,analytics
Cinder,Cooking|Hardware + Software,SaaS
PaletteApp,Design|Manufacturing|Software,SaaS
Palico,Enterprise Software|Finance,FinTech
Palingen,Biotechnology,biotechnology
Palisade Systems,Enterprise Software,SaaS
Palkion,Biotechnology,biotechnology
Palladium Life Sciences,Biotechnology,biotechnology
Pallet USA,Manufacturing,manufacturing
Palm,Mobile,mobile
Palma Ceia SemiDesign,Semiconductors,semiconductors
Palmap,Enterprise Software,SaaS
Palmaz Scientific,Health Care,HealthTech
Palmer Hargreaves,Curated Web,curated web
Palmetto Veterinary Associates,Medical,HealthTech
Palo Alto Health Sciences,Health and Wellness,HealthTech
Palo Alto Networks,Communications Hardware|Computers|Network Security|Security,communications hardware|computers|network security|security
Palo Alto Scientific,Fitness|Sports|Wearables,fitness|sports|wearables
Paloma Pharmaceuticals,Biotechnology,biotechnology
Palringo,Android|Apps|Audio|FreetoPlay Gaming|iOS|iPhone|Media|Messaging|Mobile|Mobile Devices,android|apps|audio|freetoplay gaming|ios|iphone|media|messaging|mobile|mobile devices
PalsUniverse.com,Networking,networking
Paltalk,Chat|Messaging|Networking|Video,chat|messaging|networking|video
Palyon Medical,Health Care|Life Sciences,HealthTech
PamGene,Biotechnology,biotechnology
Pamlico Biopharma,Bio-Pharm,bio-pharm
Pan Global Brand,Fashion,fashion
Pana,Mobile Commerce|Online Travel|Travel & Tourism,mobile commerce|online travel|travel & tourism
Panacela Labs,Biotechnology,biotechnology
Panamplify,Advertising|Analytics|Business Intelligence|Sales and Marketing,MarTech
Panasas,Storage,storage
Panaseer Limited,Information Services|Information Technology|Security,information services|information technology|security
PanAtlanta,Real Estate,real estate
Panaya,Software,SaaS
Panda CashBack LLC,E-Commerce|Internet,e-commerce|internet
Panda Graphics,Crowdsourcing|Game,crowdsourcing|game
Panda Security,Information Technology|IT and Cybersecurity|Security|Web Development,information technology|it and cybersecurity|security|web development
PandaBed,E-Commerce|Travel,e-commerce|travel
PandaDoc,Contact Management|Digital Signage|Document Management|Estimation and Quoting|SaaS|Sales Automation|Software,SaaS
PandaWhale,Curated Web,curated web
Pando Networks,Content Delivery|Games|Peer-to-Peer|Video|Video Streaming,content delivery|games|peer-to-peer|video|video streaming
PandoDaily,Blogging Platforms|News|Startups,blogging platforms|news|startups
Pandol Associates Marketing,Agriculture|Transportation,agriculture|transportation
Pandoo TEK,Curated Web|Internet|Web Hosting,curated web|internet|web hosting
Pandoodle Corp,Advertising|Media|Software|Technology,SaaS
Pandora Media,Broadcasting|Music|Video Streaming,broadcasting|music|video streaming
Pandora Box,Apps|Beauty|Data Integration|E-Commerce|Marketplaces,apps|beauty|data integration|e-commerce|marketplaces
Pandora.TV,Games,games
Pandora Web Services,Consulting,consulting
Pandorama,Content|Curated Web,content|curated web
PanelClaw,Environmental Innovation|Renewable Tech|Solar,environmental innovation|renewable tech|solar
Panera Bread,E-Commerce,e-commerce
Pangaea Planet,Consulting,consulting
Pangalore,Games,games
Pangea Universal Holdings,Finance|Software,FinTech
Pangea,Internet|Technology,internet|technology
Pangea Mobile,Game,game
Pangea3,Outsourcing,outsourcing
Pango,Mobile|Mobile Payments|Payments,FinTech
PanGo Networks,Enterprise Software,SaaS
Panizon,Advertising|Sales and Marketing,MarTech
Panjiva,Analytics|Data Mining|Logistics|Manufacturing|Search,analytics|data mining|logistics|manufacturing|search
Panjo,Automotive|E-Commerce|Marketplaces|Mobile|Mobile Commerce|Payments,FinTech
Panl,Android|Email|Enterprise Software|iPhone,AI
Panna,Cooking|Hospitality,cooking|hospitality
Pano Logic,Software,SaaS
panOpen,Colleges|EdTech|Education|Open Source,EdTech
Panoply.io,Software,SaaS
Panopticon Laboratories,FreetoPlay Gaming|Online Gaming|PC Gaming|Security,freetoplay gaming|online gaming|pc gaming|security
Panopto,Enterprise Software|Video,SaaS
Panorama Education,Big Data Analytics|Education|Teachers,EdTech
Panorama9,Enterprise Software|IT Management|Networking|Web Development,SaaS
Panoramic Power,Clean Technology,clean technology
Panoratio,Software,SaaS
Panorics,Consumer Electronics|Robotics|Security|Video,consumer electronics|robotics|security|video
Panraven,Travel,travel
Panshi,Advertising|Apps|Software|Web Hosting,SaaS
Pansieve,Finance|Legal,FinTech
PANTA Systems,Enterprise Software,SaaS
Pantech,Mobile|Telecommunications,mobile|telecommunications
Pantero,Software,SaaS
PanTerra Networks,Cloud Computing|Cloud Data Services|File Sharing|Flash Storage|SaaS|Software|Storage|Unifed Communications,SaaS
Pantheon,Content|Enterprise Software|Web CMS|Web Development,SaaS
Panther Express,Audio|Games|Video,audio|games|video
Panther Technology Group,Software,SaaS
PanTheryx,Nutrition,nutrition
Pantomime Corporation,Augmented Reality|Mobile Games|Virtual Worlds,augmented reality|mobile games|virtual worlds
Pantry,Hardware + Software|Retail Technology|Specialty Foods,AI
Panvidea,Cloud Computing|Games|Video,cloud computing|games|video
Panviva,Software,SaaS
PanXchange,Financial Services|Software|Trading,FinTech
Panzura,Software|Storage,SaaS
Papafund LLC.,Finance|Internet,FinTech
papatv.cn,Entertainment,AI
PapayaMobile,Android|Enterprise Software|Mobile|Social Games,SaaS
NUMBER26,Banking|Hardware + Software|Personal Finance,FinTech
papelook,Software,SaaS
Paper Battery Company,Manufacturing,manufacturing
Paper Hunter,B2B|Digital Media|E-Commerce|E-Commerce Platforms|Internet Marketing|Local Commerce|Marketing Automation|Marketplaces|Mobile Commerce|Social Commerce,MarTech
PaperC,E-Books|E-Commerce,e-books|e-commerce
PaperDoDo,Billing|Field Support Services|Fleet Management|Mobile Payments,FinTech
PaperFlies,Travel,travel
Paperfold,Android|Consumer Electronics|Curated Web|Design|Email|iOS|iPad|Mobile|Social Media|User Experience Design,AI
PaperG,Advertising|Advertising Platforms|Displays,advertising|advertising platforms|displays
Paperhater.com,Business Services|Hardware + Software,SaaS
PaperKarma,Apps|Email|Mobile,AI
Paperless Post,Messaging,messaging
Paperless World,Energy Efficiency|Energy Management|Environmental Innovation,energy efficiency|energy management|environmental innovation
Paperlinks,Analytics|Internet|QR Codes|Web Design,analytics|internet|qr codes|web design
Paperlit,Advertising,advertising
PaperShare,Advertising|Analytics,advertising|analytics
Paperspace,Business Services|Consumers|Enterprise Software|Small and Medium Businesses,SaaS
Paperspine,Curated Web,curated web
Paperwoven,Crowdsourcing|High Tech|Messaging|Mobile|Personalization,crowdsourcing|high tech|messaging|mobile|personalization
Papriika,Fashion|Lifestyle|Networking|Social Media,fashion|lifestyle|networking|social media
Paprika Lab,B2B|Games|Internet|Networking|Sales and Marketing|Software|Web Development,SaaS
Par-Trans Marketing,Transportation,transportation
Par8o,Fitness|Health and Wellness|Health Care,HealthTech
Parabase Genomics,Health and Wellness|Health Diagnostics,HealthTech
paraBebes.com,Babies|E-Commerce|Kids|Medical,HealthTech
Parabel,Clean Technology,clean technology
Parabola,Finance Technology,FinTech
ParAccel,Analytics,analytics
Parachute Home,E-Commerce|Home Decor|Interior Design|Retail,AI
Paracor Medical,Health Care,HealthTech
Paracosm,3D Technology|Software,SaaS
Parade Technologies,Semiconductors,semiconductors
Paradial,Enterprise Software,SaaS
PARADIGM ENERGY GROUP,Energy|Energy Efficiency|Energy Management,energy|energy efficiency|energy management
Paradigm Financial,Manufacturing,manufacturing
Paradigm Holdings,Business Intelligence|Cyber Security|Information Technology,business intelligence|cyber security|information technology
"Paradigm4, inc.",Big Data|Big Data Analytics|Bioinformatics|Predictive Analytics,big data|big data analytics|bioinformatics|predictive analytics
Paradine,Big Data|Business Services|Mobile|Networking|Social Media|Travel,big data|business services|mobile|networking|social media|travel
Paradise Corner,Real Estate,real estate
Paradise Gardens Greenhouses,Hospitality,hospitality
Paradise Home Properties,Real Estate,real estate
